user_name,shoulder_abd(rx),shoulder_flex(ry),shoulder_rot(rz),elbow_flex(ry)
0,0.8726646259964926,0.16638926421986241,-2.8156314675977e-05,0.23034154355694758
0,0.8726646249542772,-0.32207168667412645,9.338870873679971e-06,0.7993446697328576
0,0.8726646252140642,-0.1918365511609238,-4.175884017834643e-05,0.22290389735714675
0,0.06489616544972411,-0.2672115407192504,0.04056171104927181,1.5877024556412287
0,0.7621568993286141,0.6149567276768725,-0.08627547874618934,1.4445018803922205
0,0.8726646253017206,0.33046705540750965,-5.162370019642055e-06,1.7346026786179887
0,0.872664625995226,0.1931190451140357,7.904800404820375e-05,0.8535588025897018
0,0.7632960351601898,0.5301290996950042,0.1361018762455796,0.6593813653838498
0,0.33667304351651006,-0.49825684098675915,0.16451617849871236,1.5256584619036624
0,0.861783152300609,0.504846714180235,-0.3406422370163604,4.815725948379481e-06
0,0.872664625994335,0.26435956993819165,9.139832180977747e-05,0.3252193201298601
0,0.07419400471184795,0.33002328517973556,-0.02371945866693635,1.676543377964609
0,0.7476076316764839,-0.3411679074983959,0.5805708870254074,8.077157697965115e-08
0,0.8726646258917363,-0.6330248969913674,2.715776657971468e-08,1.940184506063536
0,0.8726646259970856,-0.6653972332424372,-9.070135526620046e-05,0.08717799795621864
0,0.8726646258274352,-0.20251744112387207,-3.1157341567898314e-05,0.7976913782678758
0,0.6723850477370202,0.65499165735262,-0.12539433364861546,1.9411094090990892
0,0.7019420679694363,-0.235465458271145,0.029154235978865444,1.5237257759639188e-06
0,0.8726646258500341,-0.08659014594209691,4.4328238279463665e-06,0.5933563228277531
0,-0.21598686863968572,-0.5865015885294568,0.31389753786769503,1.4596815939247823
0,0.8726646258899778,0.2730644026436103,-7.835244449809163e-05,1.3537554974315862
0,0.8726646241323822,0.42074980905811965,-4.572688528842159e-05,1.1889820545178804
0,0.3291165314979494,0.5464503129113911,0.038679533663164074,1.2680523956293868
0,0.8726646259209139,-0.9357407632867956,1.4231398863582221e-05,1.5383191927226427
0,-0.3305294740708777,1.0657257954032398,-0.32480197746948636,1.4246968069600239
0,0.8726646253836544,0.2266031874232892,1.7083030954412907e-05,0.7371803060686246
0,-0.013924307053439555,0.40285646386568436,-0.05141194344545257,1.468767507087837
0,0.8726646259963454,-0.15156368072638818,-6.399081604258704e-05,0.3367945018742948
0,0.8726646252742285,0.3871328100213399,7.965281817903496e-05,1.3386233062123127
0,0.2616838878956508,-0.16645167543170816,0.0661410830741947,2.4438552151335635
0,0.8726646259271602,-0.6436931359630829,2.1189377192922732e-06,0.6670898485242246
0,0.8726646240623758,-0.3024921200334503,5.955770289341589e-06,1.1983137282625416
0,0.8726646258058013,-0.017853209983412947,2.4157262919515267e-05,1.957738466470655
